id,year,marital,age,educ,race,income,xnorcsiz,partyid,ballot
1977307,1977,1,56,13,1,9,2,0,-100
1977308,1977,5,20,14,1,10,2,5,-100
1977309,1977,1,63,10,1,9,2,1,-100
1977310,1977,1,35,12,1,12,2,1,-100
1977311,1977,1,51,12,1,12,2,6,-100
1977312,1977,1,35,12,1,10,2,0,-100
1977313,1977,1,42,6,1,8,2,1,-100
1977314,1977,5,20,13,2,-98,2,1,-100
1977315,1977,1,63,10,1,6,5,0,-100
1977316,1977,1,45,12,1,12,5,2,-100
1977317,1977,1,27,12,1,9,5,1,-100
1977318,1977,1,26,12,1,6,5,3,-100
1977319,1977,1,39,12,1,10,5,3,-100
1977320,1977,1,33,16,1,9,5,1,-100
1977321,1977,1,26,12,1,9,5,5,-100
1977322,1977,1,37,10,1,11,5,1,-100
1977323,1977,1,42,12,1,12,5,4,-100
1977324,1977,1,62,12,1,-98,3,3,-100
1977325,1977,1,55,16,1,10,3,4,-100
1977326,1977,1,39,12,1,11,3,5,-100
1977327,1977,3,42,12,1,9,3,5,-100
1977328,1977,1,75,9,1,-98,3,1,-100
1977329,1977,3,54,14,1,10,3,3,-100
1977330,1977,1,73,7,1,4,1,1,-100
1977331,1977,4,36,13,1,8,1,0,-100
1977332,1977,1,74,18,1,9,1,1,-100
1977333,1977,1,72,9,1,-90,1,1,-100
1977334,1977,1,44,9,1,10,1,2,-100
1977335,1977,1,19,12,1,9,1,3,-100
1977336,1977,1,23,7,1,10,1,1,-100
1977337,1977,4,31,6,2,9,1,4,-100
1977338,1977,4,54,6,1,6,1,0,-100
1977339,1977,1,30,9,1,10,1,2,-100
1977340,1977,1,22,9,1,9,5,5,-100
1977341,1977,1,42,16,1,12,5,1,-100
1977342,1977,4,29,9,1,9,5,2,-100
1977343,1977,1,38,9,1,8,5,2,-100
1977344,1977,2,32,12,1,9,5,0,-100
1977345,1977,1,36,12,1,10,5,0,-100
1977346,1977,5,21,10,1,7,5,1,-100
1977347,1977,1,53,12,1,10,5,2,-100
1977348,1977,1,53,12,1,10,5,1,-100
1977349,1977,1,39,12,1,9,5,1,-100
1977350,1977,3,37,14,2,9,1,0,-100
1977351,1977,1,36,11,2,12,1,2,-100
1977352,1977,1,58,12,2,10,1,0,-100
1977353,1977,4,56,9,2,-98,1,3,-100
1977354,1977,5,29,10,2,10,1,2,-100
1977355,1977,1,26,12,2,8,1,2,-100
1977356,1977,4,-99,14,2,9,1,0,-100
1977357,1977,1,59,8,1,9,1,3,-100
1977358,1977,5,57,12,1,8,1,3,-100
1977359,1977,1,21,11,1,8,1,3,-100
1977360,1977,2,74,7,1,4,1,0,-100
1977361,1977,1,36,12,1,11,1,1,-100
1977362,1977,3,30,11,1,2,1,3,-100
1977363,1977,5,19,12,1,8,3,3,-100
1977364,1977,2,62,12,1,8,3,6,-100
1977365,1977,1,26,13,1,9,3,0,-100
1977366,1977,2,26,12,1,8,3,3,-100
1977367,1977,5,23,14,1,12,3,1,-100
1977368,1977,4,28,14,2,8,1,0,-100
1977369,1977,1,23,-99,2,6,1,5,-100
1977370,1977,3,30,10,2,3,1,0,-100
1977371,1977,5,27,10,2,6,1,0,-100
1977372,1977,4,26,12,2,3,1,5,-100
1977373,1977,5,22,14,2,1,1,4,-100
1977374,1977,5,25,13,2,1,1,1,-100
1977375,1977,4,26,12,2,5,1,2,-100
1977376,1977,5,31,17,1,-90,2,3,-100
1977377,1977,3,52,12,1,9,2,5,-100
1977378,1977,1,75,20,1,12,2,4,-100
1977379,1977,1,31,14,1,12,2,0,-100
1977380,1977,2,75,11,1,9,2,4,-100
1977381,1977,1,63,15,1,12,2,0,-100
1977382,1977,2,76,12,1,-98,2,0,-100
1977383,1977,1,69,3,2,3,6,1,-100
1977384,1977,1,63,12,1,9,6,2,-100
1977385,1977,1,52,16,1,9,6,4,-100
1977386,1977,2,71,4,1,-98,6,0,-100
1977387,1977,1,58,4,1,12,6,0,-100
1977388,1977,2,48,8,1,5,6,2,-100
1977389,1977,1,54,12,1,11,6,1,-100
1977390,1977,1,23,12,2,7,6,0,-100
1977391,1977,1,45,12,1,9,3,1,-100
1977392,1977,1,37,17,1,12,5,3,-100
1977393,1977,5,23,16,1,12,5,1,-100
1977394,1977,1,37,18,1,12,5,5,-100
1977395,1977,1,35,12,1,8,5,2,-100
1977396,1977,1,49,12,1,12,3,6,-100
1977397,1977,1,41,18,1,11,2,5,-100
1977398,1977,1,48,12,1,9,2,1,-100
1977399,1977,2,58,8,1,12,2,1,-100
1977400,1977,1,25,12,1,8,2,1,-100
1977401,1977,1,42,10,1,9,4,1,-100
1977402,1977,1,33,15,1,9,4,3,-100
1977403,1977,1,41,12,2,8,4,1,-100
1977404,1977,1,33,12,1,8,4,3,-100
1977405,1977,1,29,13,1,10,4,5,-100
1977406,1977,1,34,12,2,8,4,1,-100
1977407,1977,1,32,16,1,11,2,2,-100
1977408,1977,1,38,16,1,9,2,2,-100
1977409,1977,1,38,15,1,10,2,1,-100
1977410,1977,1,47,12,1,11,2,5,-100
1977411,1977,3,54,13,1,-99,2,5,-100
1977412,1977,5,25,12,1,6,2,3,-100
1977413,1977,1,35,12,1,10,2,1,-100
1977414,1977,5,30,12,1,11,2,2,-100
1977415,1977,5,21,12,1,9,1,1,-100
1977416,1977,1,45,15,3,12,1,4,-100
1977417,1977,1,60,12,1,4,1,5,-100
1977418,1977,2,72,7,1,3,1,1,-100
1977419,1977,1,28,11,1,9,1,3,-100
1977420,1977,1,54,12,1,12,3,1,-100
1977421,1977,1,53,11,1,9,3,1,-100
1977422,1977,1,50,14,1,10,3,1,-100
1977423,1977,1,48,12,1,12,3,1,-100
1977424,1977,1,46,12,1,11,3,5,-100
1977425,1977,1,55,11,1,12,3,0,-100
1977426,1977,1,49,12,1,10,3,5,-100
1977427,1977,5,24,13,1,9,3,5,-100
1977428,1977,1,36,12,1,10,1,5,-100
1977429,1977,1,34,14,1,11,1,2,-100
1977430,1977,2,52,13,1,7,1,1,-100
1977431,1977,4,46,12,1,11,1,0,-100
1977432,1977,3,33,12,1,10,3,1,-100
1977433,1977,1,50,16,3,9,3,3,-100
1977434,1977,1,32,14,1,10,3,1,-100
1977435,1977,1,33,12,1,12,3,0,-100
1977436,1977,1,61,12,1,10,1,0,-100
1977437,1977,1,23,12,1,9,1,1,-100
1977438,1977,4,46,12,1,12,1,5,-100
1977439,1977,3,39,12,1,10,1,5,-100
1977440,1977,4,22,14,1,12,3,2,-100
1977441,1977,1,42,13,1,10,3,1,-100
1977442,1977,4,37,18,1,12,3,6,-100
1977443,1977,1,29,14,1,12,5,1,-100
1977444,1977,1,42,12,1,11,5,1,-100
1977445,1977,1,30,14,1,11,5,2,-100
1977446,1977,1,42,10,1,12,5,0,-100
1977447,1977,1,45,12,2,11,5,1,-100
1977448,1977,5,27,13,1,9,5,4,-100
1977449,1977,3,72,16,1,-90,5,6,-100
1977450,1977,5,19,11,1,11,5,5,-100
1977451,1977,1,54,12,1,-90,3,1,-100
1977452,1977,1,33,19,1,11,3,3,-100
1977453,1977,3,49,20,1,11,3,5,-100
1977454,1977,5,25,14,1,11,3,1,-100
1977455,1977,2,47,13,1,-90,3,6,-100
1977456,1977,1,31,14,1,11,3,1,-100
1977457,1977,3,28,14,2,7,1,0,-100
1977458,1977,4,31,11,2,3,1,1,-100
1977459,1977,5,20,13,2,-98,1,0,-100
1977460,1977,1,34,12,1,11,1,0,-100
1977461,1977,3,46,10,2,3,1,0,-100
1977462,1977,1,37,11,2,12,1,1,-100
1977463,1977,1,53,16,1,12,4,-99,-100
1977464,1977,1,53,12,1,11,4,1,-100
1977465,1977,2,50,12,1,7,4,1,-100
1977466,1977,2,87,11,1,1,4,0,-100
1977467,1977,1,64,8,1,10,4,1,-100
1977468,1977,2,39,13,1,9,4,5,-100
1977469,1977,1,48,10,1,10,4,1,-100
1977470,1977,5,27,13,1,6,4,1,-100
1977471,1977,1,37,12,1,12,4,1,-100
1977472,1977,5,24,12,3,6,4,4,-100
1977473,1977,2,72,12,1,3,4,4,-100
1977474,1977,4,49,8,1,11,4,2,-100
1977475,1977,2,75,12,2,3,4,0,-100
1977476,1977,1,50,10,1,10,2,6,-100
1977477,1977,1,57,14,1,-90,2,0,-100
1977478,1977,1,65,12,1,9,2,5,-100
1977479,1977,3,43,12,1,10,2,5,-100
1977480,1977,1,23,12,1,-98,2,1,-100
1977481,1977,1,47,8,1,9,4,0,-100
1977482,1977,1,24,11,1,3,4,1,-100
1977483,1977,2,57,8,1,3,4,1,-100
1977484,1977,1,20,11,1,1,4,3,-100
1977485,1977,1,44,8,1,9,2,1,-100
1977486,1977,2,60,11,1,4,2,5,-100
1977487,1977,1,57,17,1,4,2,0,-100
1977488,1977,2,85,8,1,3,2,5,-100
1977489,1977,1,23,13,1,10,4,5,-100
1977490,1977,1,40,11,1,11,4,1,-100
1977491,1977,3,40,12,1,9,4,4,-100
1977492,1977,3,40,12,1,9,4,6,-100
1977493,1977,1,52,15,1,9,4,5,-100
1977494,1977,5,19,12,1,10,8,2,-100
1977495,1977,1,37,12,1,11,8,5,-100
1977496,1977,2,70,16,1,9,8,0,-100
1977497,1977,1,52,16,1,9,9,6,-100
1977498,1977,5,20,12,1,8,9,5,-100
1977499,1977,1,74,8,1,8,9,5,-100
1977500,1977,1,63,7,1,4,9,1,-100
1977501,1977,5,22,12,1,10,9,1,-100
1977502,1977,1,25,12,1,1,9,3,-100
1977503,1977,5,24,13,1,10,9,5,-100
1977504,1977,4,46,12,1,6,10,3,-100
1977505,1977,1,66,8,1,3,10,6,-100
1977506,1977,1,42,12,1,11,10,5,-100
1977507,1977,1,53,12,1,10,10,6,-100
1977508,1977,1,25,12,1,10,10,0,-100
1977509,1977,1,42,12,1,12,10,5,-100
1977510,1977,3,50,7,1,2,10,3,-100
1977511,1977,1,60,12,1,-90,10,3,-100
1977512,1977,5,29,12,1,8,10,5,-100
1977513,1977,1,34,17,1,-90,10,2,-100
1977514,1977,1,26,12,1,10,10,3,-100
1977515,1977,1,31,12,1,10,10,5,-100
1977516,1977,1,22,12,1,9,10,5,-100
1977517,1977,5,19,11,1,-98,10,3,-100
1977518,1977,1,67,8,1,9,10,5,-100
1977519,1977,1,55,9,1,-90,10,5,-100
1977520,1977,1,66,12,1,9,10,4,-100
1977521,1977,1,37,16,1,11,10,1,-100
1977522,1977,1,66,8,1,5,10,1,-100
1977523,1977,4,48,16,1,12,8,2,-100
1977524,1977,5,25,17,1,9,8,4,-100
1977525,1977,2,78,14,1,-98,8,5,-100
1977526,1977,1,73,8,1,-90,8,4,-100
1977527,1977,1,62,12,1,11,8,4,-100
1977528,1977,5,49,12,1,-98,8,4,-100
1977529,1977,1,48,14,1,11,8,4,-100
1977530,1977,1,56,12,1,11,8,1,-100
1977531,1977,5,19,12,1,7,10,1,-100
1977532,1977,2,58,9,1,2,8,0,-100
1977533,1977,1,25,16,1,10,8,1,-100
1977534,1977,1,58,15,1,10,8,1,-100
1977535,1977,1,34,11,1,9,8,0,-100
1977536,1977,1,66,8,1,4,8,0,-100
1977537,1977,5,22,9,1,11,7,2,-100
1977538,1977,3,35,15,1,5,7,5,-100
1977539,1977,5,24,14,1,3,7,5,-100
1977540,1977,1,21,12,1,2,7,5,-100
1977541,1977,1,28,18,1,9,7,2,-100
1977542,1977,1,30,16,1,12,7,2,-100
1977543,1977,1,51,16,1,12,7,5,-100
1977544,1977,1,29,16,1,11,7,0,-100
1977545,1977,1,55,8,1,3,7,2,-100
1977546,1977,3,23,12,1,11,8,2,-100
1977547,1977,5,34,12,1,12,8,1,-100
1977548,1977,1,28,12,1,10,8,4,-100
1977549,1977,2,66,8,1,5,8,1,-100
1977550,1977,2,54,12,1,9,8,1,-100
1977551,1977,1,30,13,1,11,8,5,-100
1977552,1977,1,41,14,1,10,8,0,-100
1977553,1977,1,30,16,1,10,8,3,-100
1977554,1977,1,53,9,1,5,8,0,-100
1977555,1977,5,70,8,1,-98,10,5,-100
1977556,1977,1,33,12,1,11,10,3,-100
1977557,1977,1,35,11,1,9,10,5,-100
1977558,1977,1,35,12,1,9,10,1,-100
1977559,1977,1,48,10,1,12,10,1,-100
1977560,1977,5,24,12,1,4,10,1,-100
1977561,1977,5,20,14,1,12,9,0,-100
1977562,1977,3,46,12,1,4,9,2,-100
1977563,1977,4,65,6,1,-98,9,5,-100
1977564,1977,1,63,8,1,5,9,0,-100
1977565,1977,5,20,12,1,12,9,1,-100
1977566,1977,1,26,16,1,9,9,4,-100
1977567,1977,1,54,12,1,10,9,0,-100
1977568,1977,5,38,15,1,8,9,2,-100
1977569,1977,5,26,16,1,8,10,4,-100
1977570,1977,1,51,10,1,12,10,5,-100
1977571,1977,1,22,12,1,6,10,2,-100
1977572,1977,4,24,10,1,12,10,3,-100
1977573,1977,1,61,12,1,9,10,1,-100
1977574,1977,2,76,7,1,9,10,1,-100
1977575,1977,1,41,11,1,12,10,1,-100
1977576,1977,1,38,13,1,10,10,2,-100
1977577,1977,1,76,8,1,8,10,3,-100
1977578,1977,1,67,10,1,5,10,6,-100
1977579,1977,1,49,9,1,10,10,5,-100
1977580,1977,5,54,9,1,9,7,0,-100
1977581,1977,1,34,12,1,10,7,5,-100
1977582,1977,1,41,11,2,8,7,6,-100
1977583,1977,5,63,16,1,6,7,0,-100
1977584,1977,2,81,5,1,4,7,5,-100
1977585,1977,5,43,-98,1,8,7,1,-100
1977586,1977,5,20,13,1,1,7,4,-100
1977587,1977,5,22,14,1,9,10,2,-100
1977588,1977,1,56,7,1,9,10,2,-100
1977589,1977,1,57,9,2,12,10,1,-100
1977590,1977,1,21,9,1,7,10,1,-100
1977591,1977,1,37,19,1,9,10,6,-100
1977592,1977,1,68,9,1,6,10,5,-100
1977593,1977,1,51,8,1,6,10,1,-100
1977594,1977,5,21,7,1,3,10,4,-100
1977595,1977,1,28,9,1,9,10,3,-100
1977596,1977,4,23,9,1,3,10,1,-100
1977597,1977,1,53,12,1,9,10,5,-100
1977598,1977,1,61,14,1,12,10,6,-100
1977599,1977,1,42,16,1,11,10,1,-100
1977600,1977,1,63,9,1,10,10,1,-100
1977601,1977,1,59,11,1,11,10,1,-100
1977602,1977,2,31,18,1,7,7,2,-100
1977603,1977,1,34,15,1,12,7,5,-100
1977604,1977,2,72,12,1,-98,7,4,-100
1977605,1977,1,21,12,1,7,7,3,-100
1977606,1977,5,71,15,1,7,7,3,-100
1977607,1977,1,64,11,1,7,7,1,-100
1977608,1977,1,56,11,1,6,9,3,-100
1977609,1977,4,76,6,2,1,9,1,-100
1977610,1977,2,67,3,2,2,9,1,-100
1977611,1977,1,55,7,2,1,9,5,-100
1977612,1977,2,65,7,2,4,9,1,-100
1977613,1977,1,30,8,2,6,9,1,-100
1977614,1977,1,40,10,1,9,9,0,-100
1977615,1977,4,36,18,1,10,7,3,-100
1977616,1977,2,73,12,1,8,7,0,-100
1977617,1977,1,49,12,1,9,7,3,-100
1977618,1977,2,68,12,1,7,7,0,-100
1977619,1977,1,23,16,1,9,7,2,-100
1977620,1977,1,27,12,1,9,7,1,-100
1977621,1977,1,65,10,2,-98,10,0,-100
1977622,1977,2,49,9,2,6,10,0,-100
1977623,1977,1,35,12,2,8,10,3,-100
1977624,1977,1,26,11,2,9,10,1,-100
1977625,1977,1,24,13,2,9,10,0,-100
1977626,1977,2,73,10,1,8,10,5,-100
1977627,1977,5,33,20,1,11,10,2,-100
1977628,1977,3,58,11,1,8,10,0,-100
1977629,1977,1,54,13,1,12,10,2,-100
1977630,1977,1,54,12,1,-98,10,2,-100
1977631,1977,1,56,12,1,-98,10,0,-100
1977632,1977,1,63,8,1,9,10,1,-100
1977633,1977,5,20,13,2,3,7,2,-100
1977634,1977,4,53,5,2,3,7,1,-100
1977635,1977,1,32,12,2,8,7,0,-100
1977636,1977,2,86,5,2,6,7,0,-100
1977637,1977,2,66,4,2,2,7,0,-100
1977638,1977,2,88,9,2,2,7,0,-100
1977639,1977,2,49,15,1,4,8,0,-100
1977640,1977,1,22,12,1,6,8,4,-100
1977641,1977,1,50,10,1,6,8,1,-100
1977642,1977,3,48,7,1,7,8,4,-100
1977643,1977,1,77,8,1,3,8,0,-100
1977644,1977,2,74,7,1,3,8,0,-100
1977645,1977,5,19,11,1,9,8,2,-100
1977646,1977,3,23,12,1,4,8,3,-100
1977647,1977,1,20,13,2,8,8,0,-100
1977648,1977,4,30,12,1,10,8,3,-100
1977649,1977,4,26,13,1,5,8,1,-100
1977650,1977,5,19,12,1,12,8,6,-100
1977651,1977,5,29,12,1,8,8,1,-100
1977652,1977,1,30,14,3,9,8,1,-100
1977653,1977,1,23,13,1,10,8,2,-100
1977654,1977,1,42,15,1,12,8,6,-100
1977655,1977,1,28,12,1,10,8,2,-100
1977656,1977,5,29,14,1,3,9,2,-100
1977657,1977,1,60,11,1,10,9,4,-100
1977658,1977,5,20,12,1,12,9,1,-100
1977659,1977,1,55,13,1,10,9,5,-100
1977660,1977,5,28,15,1,10,9,0,-100
1977661,1977,3,25,12,1,9,7,2,-100
1977662,1977,1,29,12,1,8,7,3,-100
1977663,1977,1,82,5,1,5,7,0,-100
1977664,1977,3,57,10,1,8,7,5,-100
1977665,1977,1,74,10,1,3,7,4,-100
1977666,1977,5,18,11,1,3,7,2,-100
1977667,1977,5,26,13,1,-98,7,2,-100
1977668,1977,1,61,11,1,10,7,1,-100
1977669,1977,3,66,9,1,6,10,4,-100
1977670,1977,1,44,6,1,2,10,6,-100
1977671,1977,1,52,8,1,8,10,6,-100
1977672,1977,1,56,10,1,5,10,5,-100
1977673,1977,1,59,12,1,10,10,5,-100
1977674,1977,1,74,9,1,7,9,1,-100
1977675,1977,5,19,12,1,8,9,3,-100
1977676,1977,2,61,16,1,9,9,5,-100
1977677,1977,2,62,8,1,6,9,0,-100
1977678,1977,2,78,8,1,2,9,5,-100
1977679,1977,1,58,12,1,11,9,0,-100
1977680,1977,1,79,8,1,4,9,6,-100
1977681,1977,2,62,16,1,10,9,2,-100
1977682,1977,1,26,12,1,9,9,1,-100
1977683,1977,1,40,10,1,10,9,4,-100
1977684,1977,1,75,16,1,7,9,5,-100
1977685,1977,2,82,12,1,-98,9,0,-100
1977686,1977,1,53,12,1,12,10,5,-100
1977687,1977,1,61,16,1,9,10,1,-100
1977688,1977,1,64,8,1,11,10,6,-100
1977689,1977,1,21,12,1,1,9,1,-100
1977690,1977,2,60,8,1,1,9,1,-100
1977691,1977,5,34,12,1,9,9,2,-100
1977692,1977,1,26,12,1,9,9,1,-100
1977693,1977,1,21,12,1,10,9,1,-100
1977694,1977,1,66,8,1,6,9,0,-100
1977695,1977,3,44,12,1,7,9,1,-100
1977696,1977,2,83,8,1,2,8,5,-100
1977697,1977,2,73,8,1,2,8,1,-100
1977698,1977,1,43,12,1,9,8,3,-100
1977699,1977,4,36,8,1,6,8,2,-100
1977700,1977,1,22,-98,1,4,8,3,-100
1977701,1977,2,74,8,1,9,10,5,-100
1977702,1977,1,36,12,1,9,10,4,-100
1977703,1977,1,39,12,1,11,10,5,-100
1977704,1977,1,54,14,1,-98,8,0,-100
1977705,1977,1,69,6,1,-90,8,5,-100
1977706,1977,5,24,12,1,-90,8,5,-100
1977707,1977,5,21,12,1,8,8,1,-100
1977708,1977,2,81,4,1,-98,8,6,-100
1977709,1977,1,63,8,1,5,8,5,-100
1977710,1977,5,22,9,1,9,10,5,-100
1977711,1977,1,71,15,1,3,10,6,-100
1977712,1977,1,22,12,1,9,10,2,-100
1977713,1977,1,53,15,1,10,10,6,-100
1977714,1977,1,45,10,1,10,10,1,-100
1977715,1977,1,41,9,1,9,8,0,-100
1977716,1977,1,58,7,2,4,10,4,-100
1977717,1977,1,23,13,1,9,10,5,-100
1977718,1977,1,56,12,1,10,10,6,-100
1977719,1977,1,20,12,1,9,10,0,-100
1977720,1977,1,33,10,1,11,10,6,-100
1977721,1977,1,77,7,2,3,10,0,-100
1977722,1977,1,48,4,1,7,8,4,-100
1977723,1977,1,71,6,1,4,8,1,-100
1977724,1977,2,71,6,1,-98,8,0,-100
1977725,1977,2,66,11,1,5,8,2,-100
1977726,1977,1,36,16,1,8,8,2,-100
1977727,1977,2,68,8,1,5,8,5,-100
1977728,1977,1,25,12,1,9,8,3,-100
1977729,1977,1,71,10,1,3,8,3,-100
1977730,1977,1,52,8,1,11,9,2,-100
1977731,1977,1,63,12,1,9,9,3,-100
1977732,1977,1,47,12,1,9,9,1,-100
1977733,1977,2,74,5,2,-98,10,3,-100
1977734,1977,4,44,10,2,2,10,0,-100
1977735,1977,1,25,16,1,10,10,5,-100
1977736,1977,1,55,9,2,5,10,0,-100
1977737,1977,5,26,12,2,10,10,3,-100
1977738,1977,1,53,11,1,12,10,2,-100
1977739,1977,5,55,0,1,3,10,0,-100
1977740,1977,5,20,13,1,-98,10,3,-100
1977741,1977,1,40,12,1,10,2,2,-100
1977742,1977,1,54,12,1,8,2,5,-100
1977743,1977,3,58,9,1,4,2,1,-100
1977744,1977,5,22,15,1,7,2,0,-100
1977745,1977,1,47,14,1,8,2,2,-100
1977746,1977,1,46,11,1,12,4,3,-100
1977747,1977,2,61,12,1,8,4,2,-100
1977748,1977,1,38,13,1,11,4,3,-100
1977749,1977,2,63,12,1,4,4,-99,-100
1977750,1977,1,60,12,1,8,4,1,-100
1977751,1977,3,55,12,1,9,4,6,-100
1977752,1977,1,34,5,1,-98,4,3,-100
1977753,1977,1,22,12,1,9,4,4,-100
1977754,1977,5,29,12,1,9,4,2,-100
1977755,1977,1,56,12,1,12,2,3,-100
1977756,1977,3,41,16,1,11,2,4,-100
1977757,1977,2,-99,12,1,-90,2,4,-100
1977758,1977,1,34,16,1,11,2,1,-100
1977759,1977,1,50,9,1,10,2,0,-100
1977760,1977,1,31,17,3,12,2,5,-100
1977761,1977,1,65,12,1,-90,4,2,-100
1977762,1977,5,25,13,1,12,4,-99,-100
1977763,1977,1,58,16,1,12,4,5,-100
1977764,1977,1,40,16,1,11,4,0,-100
1977765,1977,4,50,15,1,12,4,6,-100
1977766,1977,5,19,12,1,12,4,4,-100
1977767,1977,1,46,16,1,12,4,1,-100
1977768,1977,1,42,16,1,12,4,5,-100
1977769,1977,1,46,10,1,12,1,1,-100
1977770,1977,5,63,11,1,6,1,3,-100
1977771,1977,1,49,5,1,-90,5,2,-100
1977772,1977,1,58,12,1,12,5,6,-100
1977773,1977,1,50,12,1,11,5,3,-100
1977774,1977,1,68,11,1,10,5,5,-100
1977775,1977,1,35,15,1,-90,5,3,-100
1977776,1977,2,-99,16,1,-90,5,3,-100
1977777,1977,3,63,12,2,6,1,0,-100
1977778,1977,5,28,12,1,-99,1,7,-100
1977779,1977,3,50,5,1,5,1,1,-100
1977780,1977,3,41,14,1,2,1,3,-100
1977781,1977,4,69,5,1,3,1,1,-100
1977782,1977,1,61,12,1,9,3,4,-100
1977783,1977,1,57,3,1,9,3,1,-100
1977784,1977,1,79,8,1,9,3,1,-100
1977785,1977,1,57,17,1,9,3,6,-100
1977786,1977,5,39,6,2,4,1,2,-100
1977787,1977,2,71,6,2,2,1,0,-100
1977788,1977,1,40,-98,2,8,1,2,-100
1977789,1977,1,34,15,2,10,1,1,-100
1977790,1977,4,27,8,1,-98,1,3,-100
1977791,1977,1,82,-98,1,-99,1,-99,-100
1977792,1977,1,55,12,1,12,3,1,-100
1977793,1977,5,21,14,1,12,3,0,-100
1977794,1977,1,50,12,1,11,3,6,-100
1977795,1977,1,25,16,1,8,3,4,-100
1977796,1977,1,33,12,2,3,1,1,-100
1977797,1977,5,33,15,2,4,1,1,-100
1977798,1977,4,57,12,2,5,1,1,-100
1977799,1977,1,35,12,1,10,3,3,-100
1977800,1977,5,20,12,1,-98,3,6,-100
1977801,1977,5,50,12,1,8,3,3,-100
1977802,1977,1,56,9,1,-98,3,1,-100
1977803,1977,1,30,12,1,10,3,5,-100
1977804,1977,1,19,11,1,-98,3,3,-100
1977805,1977,1,27,18,1,11,1,3,-100
1977806,1977,1,37,13,1,9,1,3,-100
1977807,1977,4,35,16,1,10,1,1,-100
1977808,1977,1,56,12,2,12,1,1,-100
1977809,1977,5,20,13,2,10,1,1,-100
1977810,1977,1,65,2,2,-98,1,1,-100
1977811,1977,1,24,12,2,9,1,3,-100
1977812,1977,5,37,12,2,7,1,0,-100
1977813,1977,1,59,7,1,2,5,0,-100
1977814,1977,1,43,12,1,8,5,1,-100
1977815,1977,1,22,12,1,11,5,1,-100
1977816,1977,1,67,3,1,5,5,0,-100
1977817,1977,1,57,8,1,11,5,0,-100
1977818,1977,1,52,12,1,10,5,2,-100
1977819,1977,1,39,12,1,11,5,0,-100
1977820,1977,1,51,12,1,12,5,5,-100
1977821,1977,2,43,12,1,8,3,3,-100
1977822,1977,3,40,12,1,10,3,1,-100
1977823,1977,1,61,9,1,7,3,0,-100
1977824,1977,1,48,12,1,10,3,5,-100
1977825,1977,1,64,7,1,4,3,0,-100
1977826,1977,2,74,8,1,2,3,1,-100
1977827,1977,1,30,12,1,10,3,1,-100
1977828,1977,5,20,11,1,-98,3,6,-100
1977829,1977,5,76,8,1,4,3,1,-100
1977830,1977,4,26,14,2,9,3,3,-100
1977831,1977,1,42,10,1,12,3,1,-100
1977832,1977,3,64,17,1,9,5,6,-100
1977833,1977,5,36,16,1,10,5,2,-100
1977834,1977,1,64,10,1,-90,5,4,-100
1977835,1977,1,34,16,1,12,5,5,-100
1977836,1977,1,30,16,1,12,5,5,-100
1977837,1977,1,71,16,1,12,5,5,-100
1977838,1977,1,54,16,1,-98,5,4,-100
1977839,1977,1,38,12,1,12,5,4,-100
1977840,1977,2,74,8,1,2,4,5,-100
1977841,1977,1,23,12,1,10,4,1,-100
1977842,1977,1,36,10,1,9,4,0,-100
1977843,1977,5,53,9,1,2,4,0,-100
1977844,1977,3,29,9,1,8,4,1,-100
1977845,1977,1,58,12,1,11,6,1,-100
1977846,1977,1,67,8,1,7,6,0,-100
1977847,1977,1,26,13,1,8,6,0,-100
1977848,1977,1,35,10,1,10,6,1,-100
1977849,1977,1,33,12,1,11,6,0,-100
1977850,1977,1,32,18,1,10,6,2,-100
1977851,1977,1,60,12,1,12,6,6,-100
1977852,1977,1,47,16,1,12,2,0,-100
1977853,1977,1,59,18,1,12,2,1,-100
1977854,1977,1,58,12,1,12,2,5,-100
1977855,1977,1,61,12,1,12,2,6,-100
1977856,1977,1,36,16,1,12,2,2,-100
1977857,1977,1,42,16,1,12,2,6,-100
1977858,1977,1,25,12,2,-98,1,0,-100
1977859,1977,4,67,5,2,1,1,1,-100
1977860,1977,5,25,9,2,-98,1,1,-100
1977861,1977,1,35,16,1,9,1,1,-100
1977862,1977,1,32,7,1,9,1,3,-100
1977863,1977,1,45,10,1,9,1,3,-100
1977864,1977,1,29,14,1,9,1,0,-100
1977865,1977,1,26,15,1,12,3,1,-100
1977866,1977,5,30,10,1,8,3,2,-100
1977867,1977,5,20,14,1,-98,3,5,-100
1977868,1977,1,68,7,1,4,3,0,-100
1977869,1977,1,63,15,1,9,3,1,-100
1977870,1977,1,51,12,1,10,3,2,-100
1977871,1977,1,28,13,1,9,3,2,-100
1977872,1977,1,27,10,1,6,3,4,-100
1977873,1977,3,32,14,1,11,3,3,-100
1977874,1977,1,30,18,1,10,3,0,-100
1977875,1977,1,39,13,1,12,5,5,-100
1977876,1977,1,40,20,1,12,5,0,-100
1977877,1977,1,31,19,1,1,5,0,-100
1977878,1977,1,41,16,1,12,5,5,-100
1977879,1977,1,42,13,1,10,5,4,-100
1977880,1977,1,26,16,1,12,5,1,-100
1977881,1977,1,38,12,1,10,5,5,-100
1977882,1977,1,33,12,1,11,5,5,-100
1977883,1977,3,65,12,1,12,5,3,-100
1977884,1977,1,53,14,1,12,5,4,-100
1977885,1977,1,73,8,1,6,5,3,-100
