Date,Temp low,Temp high,Summary,Precipitation probability ,Precipitation type,Precipitation accumulation,Icon,Image,Image URL
1/21/2025,13.1,21.56,Increasing cloudiness. Cold.,1,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
1/22/2025,10.04,22.46,Partly cloudy. Cold.,1,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
1/23/2025,14.36,31.28,Decreasing cloudiness. Cold.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
1/24/2025,19.04,31.64,Scattered clouds. Cold.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
1/25/2025,16.7,30.02,Scattered clouds. Cold.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
1/26/2025,24.26,39.2,Breaks of sun late. Chilly.,0,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
1/27/2025,25.16,36.86,Afternoon clouds. Chilly.,0,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
1/28/2025,22.28,37.4,Light icy mix early. Breaks of sun late. Cold.,38,sleet,0.02,sleet,13d.png,https://openweathermap.org/img/wn/13d.png
1/29/2025,23.36,45.14,Snow changing to rain. Mostly cloudy. Cool.,80,sleet,1.62,sleet,13d.png,https://openweathermap.org/img/wn/13d.png
1/30/2025,16.88,27.86,Mostly sunny. Cold.,38,rain,0.11,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
1/31/2025,24.98,44.78,Rain. Overcast. Chilly.,94,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
2/1/2025,12.56,35.06,Light snow early. Morning clouds. Cold.,91,snow,1.43,snow,13d.png,https://openweathermap.org/img/wn/13d.png
2/2/2025,13.1,30.74,Light snow late. Cloudy. Cold.,60,snow,0.3,snow,13d.png,https://openweathermap.org/img/wn/13d.png
2/3/2025,28.4,42.44,Snow changing to rain. Overcast. Cool.,79,sleet,0.86,sleet,13d.png,https://openweathermap.org/img/wn/13d.png
2/4/2025,19.04,40.1,Light icy mix early. Broken clouds. Chilly.,21,sleet,0.02,sleet,13d.png,https://openweathermap.org/img/wn/13d.png
2/5/2025,17.42,27.32,Scattered clouds. Cold.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
2/6/2025,16.7,36.14,Moderate snow. Overcast. Chilly.,93,snow,3.37,snow,13d.png,https://openweathermap.org/img/wn/13d.png
2/7/2025,23.36,37.22,Partly cloudy. Chilly.,6,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
2/8/2025,22.46,33.98,Light snow late. Cloudy. Chilly.,78,snow,0.67,snow,13d.png,https://openweathermap.org/img/wn/13d.png
2/9/2025,24.8,33.62,Moderate snow. Cloudy. Chilly.,99,snow,6.14,snow,13d.png,https://openweathermap.org/img/wn/13d.png
2/10/2025,19.4,33.8,Light snow late. Broken clouds. Chilly.,21,snow,0.12,snow,13d.png,https://openweathermap.org/img/wn/13d.png
2/11/2025,17.42,35.24,Cloudy. Chilly.,0,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
2/12/2025,20.66,33.8,Light snow late. Cloudy. Chilly.,48,snow,0.47,snow,13d.png,https://openweathermap.org/img/wn/13d.png
2/13/2025,30.56,40.64,Rain. Cloudy. Chilly.,99,rain,1.74,rain,10d.png,https://openweathermap.org/img/wn/10d.png
2/14/2025,19.76,31.82,Mostly sunny. Cold.,5,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
2/15/2025,17.24,30.2,Light snow late. Overcast. Cold.,69,snow,1.07,snow,13d.png,https://openweathermap.org/img/wn/13d.png
2/16/2025,27.14,38.84,Snow changing to rain. Overcast. Chilly.,99,sleet,7.23,sleet,13d.png,https://openweathermap.org/img/wn/13d.png
2/17/2025,17.24,31.28,Light snow late. Mostly cloudy. Cold.,21,snow,0.17,snow,13d.png,https://openweathermap.org/img/wn/13d.png
2/18/2025,14.72,24.26,Mostly cloudy. Cold.,17,rain,0.15,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
2/19/2025,12.74,28.4,Afternoon clouds. Cold.,5,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
2/20/2025,10.76,27.32,Light snow late. Overcast. Cold.,23,snow,0.53,snow,13d.png,https://openweathermap.org/img/wn/13d.png
2/21/2025,18.86,31.64,Partly cloudy. Cold.,5,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
2/22/2025,14.9,34.88,Mostly sunny. Chilly.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
2/23/2025,25.88,39.56,Overcast. Chilly.,5,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
2/24/2025,21.92,41.72,Cloudy. Chilly.,0,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
2/25/2025,35.96,46.94,Sprinkles late. Overcast. Cool.,16,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
2/26/2025,34.34,47.3,Afternoon clouds. Cool.,1,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
2/27/2025,31.82,49.46,Light rain. Overcast. Cool.,86,rain,0.5,rain,10d.png,https://openweathermap.org/img/wn/10d.png
2/28/2025,32.36,44.42,Broken clouds. Cool.,24,rain,0.08,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
3/1/2025,23.18,52.34,Light rain. Cloudy. Cool.,57,rain,0.08,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/2/2025,15.8,27.86,Sunny. Cold.,1,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
3/3/2025,12.2,31.28,Sunny. Cold.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
3/4/2025,23,47.66,Increasing cloudiness. Cool.,0,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
3/5/2025,40.82,55.04,Sprinkles late. Overcast. Cool.,97,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/6/2025,34.52,55.94,Rain. Overcast. Cool.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/7/2025,26.96,42.26,Mostly sunny. Cool.,43,rain,0.12,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
3/8/2025,28.94,40.82,Mostly cloudy. Chilly.,5,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
3/9/2025,26.78,44.78,Afternoon clouds. Cool.,2,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
3/10/2025,34.52,55.22,Morning clouds. Cool.,0,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
3/11/2025,34.88,59.54,Increasing cloudiness. Cool.,0,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
3/12/2025,34.34,48.92,Light icy mix late. Mostly cloudy. Cool.,49,sleet,0.12,sleet,13d.png,https://openweathermap.org/img/wn/13d.png
3/13/2025,33.44,42.44,Cloudy. Cool.,44,rain,0.16,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
3/14/2025,33.62,46.94,Breaks of sun late. Cool.,1,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
3/15/2025,35.78,54.86,Overcast. Cool.,1,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
3/16/2025,47.48,62.78,Sprinkles. Overcast. Cool.,52,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/17/2025,42.44,57.56,Heavy rain. Overcast. Cool.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/18/2025,36.68,50.36,Cloudy. Cool.,54,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
3/19/2025,34.88,49.1,Afternoon clouds. Cool.,1,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
3/20/2025,40.1,53.78,Sprinkles. Overcast. Cool.,41,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/21/2025,38.48,46.22,Rain. Decreasing cloudiness. Cool.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/22/2025,35.96,58.46,Mostly cloudy. Refreshingly cool.,5,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
3/23/2025,27.68,44.78,Scattered clouds. Cool.,5,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
3/24/2025,32,42.8,Rain. Overcast. Chilly.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/25/2025,37.76,50,Mostly cloudy. Cool.,5,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
3/26/2025,34.7,49.28,Sprinkles late. Cloudy. Cool.,39,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/27/2025,33.44,49.64,Scattered clouds. Cool.,5,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
3/28/2025,37.58,56.84,Overcast. Refreshingly cool.,16,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
3/29/2025,35.78,46.4,Rain. Overcast. Chilly.,97,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/30/2025,35.6,41.72,Light rain. Overcast. Chilly.,83,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/31/2025,40.1,62.6,Sprinkles. Overcast. Cool.,72,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/1/2025,34.16,57.74,Heavy rain early. Broken clouds. Cool.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/2/2025,30.02,41.36,Sprinkles late. Cloudy. Chilly.,65,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/3/2025,37.58,60.8,Light rain. Overcast. Cool.,90,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/4/2025,45.68,60.26,Overcast. Mild.,48,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
4/5/2025,40.1,49.1,Rain. Overcast. Cool.,84,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/6/2025,41.36,51.62,Light rain. Overcast. Cool.,73,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/7/2025,36.32,46.04,Rain. Overcast. Chilly.,92,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/8/2025,29.84,43.52,Sprinkles. Decreasing cloudiness. Cool.,80,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/9/2025,28.58,46.04,Mostly sunny. Cool.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
4/10/2025,30.74,48.56,Sprinkles late. Afternoon clouds. Cool.,40,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/11/2025,34.88,45.32,Light rain. Overcast. Cool.,88,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/12/2025,35.6,40.82,Rain. Overcast. Chilly.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/13/2025,37.76,46.22,Light rain. Overcast. Cool.,57,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/14/2025,40.46,62.6,Partly cloudy. Cool.,38,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
4/15/2025,45.86,64.76,Rain showers. Cloudy. Cool.,76,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/16/2025,39.74,49.1,Cloudy. Cool.,3,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
4/17/2025,38.84,56.84,Mostly sunny. Refreshingly cool.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
4/18/2025,39.02,64.04,Sprinkles late. Afternoon clouds. Mild.,22,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/19/2025,52.34,79.88,Passing showers. Overcast. Warm.,44,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/20/2025,46.58,67.28,Mostly cloudy. Refreshingly cool.,95,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
4/21/2025,41.54,55.22,Cloudy. Refreshingly cool.,3,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
4/22/2025,47.3,71.42,Light rain early. Breaks of sun late. Mild.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/23/2025,44.6,68,Morning clouds. Mild.,0,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
4/24/2025,44.42,65.12,Broken clouds. Mild.,5,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
4/25/2025,52.7,66.56,Passing showers. Overcast. Mild.,38,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/26/2025,53.78,61.34,Showery. Overcast. Cool.,99,rain,,rain,,
4/27/2025,45.68,54.14,Broken clouds. Cool.,52,rain,,partly-cloudy-day,,
4/28/2025,47.48,71.06,Sunny. Mild.,0,rain,,clear-day,,
4/29/2025,51.08,74.48,Sprinkles late. Afternoon clouds. Mild.,40,rain,,rain,,
4/30/2025,52.34,66.56,Mostly cloudy. Mild.,5,rain,,partly-cloudy-day,,
5/1/2025,44.6,58.1,Cloudy. Refreshingly cool.,0,rain,,cloudy,,
5/2/2025,50.54,74.84,Light rain. Cloudy. Mild.,84,rain,,rain,,
5/3/2025,57.2,76.46,Isolated tstorms late. Mostly cloudy. Warm.,63,rain,,rain,,
5/4/2025,51.98,69.26,Passing showers. Overcast. Mild.,66,rain,,rain,,
5/5/2025,48.38,53.78,Rain. Overcast. Cool.,86,rain,,rain,,
5/6/2025,49.82,61.88,Rain showers. Overcast. Cool.,98,rain,,rain,,
5/7/2025,55.58,69.26,Showers late. Cloudy. Mild.,59,rain,,rain,,
5/8/2025,52.52,68.36,Sprinkles late. Overcast. Mild.,61,rain,,rain,,
5/9/2025,49.28,53.6,Heavy rain. Overcast. Cool.,95,rain,,rain,,
5/10/2025,49.1,61.34,Rain showers. Decreasing cloudiness. Cool.,99,rain,,rain,,
5/11/2025,51.98,64.22,Sunny. Mild.,0,rain,,clear-day,,
5/12/2025,47.3,70.52,Increasing cloudiness. Mild.,0,rain,,partly-cloudy-day,,
5/13/2025,48.02,62.06,Overcast. Cool.,0,rain,,cloudy,,
5/14/2025,48.02,65.48,Showers late. Overcast. Mild.,24,rain,,rain,,
5/15/2025,53.6,68.9,Passing showers. Overcast. Mild.,46,rain,,rain,,
5/16/2025,58.64,75.02,Showers late. Cloudy. Mild.,45,rain,,rain,,
5/17/2025,61.52,74.12,Passing showers. Overcast. Mild.,60,rain,,rain,,
5/18/2025,55.94,68.54,Passing showers. Mostly cloudy. Mild.,23,rain,,rain,,
5/19/2025,47.48,61.34,Sprinkles late. Overcast. Cool.,22,rain,,rain,,
5/20/2025,48.56,56.66,Sprinkles late. Overcast. Cool.,24,rain,,rain,,
5/21/2025,47.66,51.8,Sprinkles. Overcast. Cool.,47,rain,,rain,,
5/22/2025,47.66,49.82,Tons of rain. Overcast. Cool.,99,rain,,rain,,
5/23/2025,44.42,55.04,Heavy rain. Overcast. Cool.,99,rain,,rain,,
5/24/2025,48.92,59.36,Sprinkles. Overcast. Cool.,67,rain,,rain,,
5/25/2025,49.64,62.06,Sprinkles late. Overcast. Cool.,22,rain,,rain,,
5/26/2025,49.64,63.68,Partly cloudy. Mild.,5,rain,,partly-cloudy-day,,
5/27/2025,50.18,73.76,Broken clouds. Mild.,0,rain,,partly-cloudy-day,,
5/28/2025,57.38,77.18,Overcast. Mild.,2,rain,,cloudy,,
5/29/2025,56.12,61.34,Sprinkles. Overcast. Cool.,57,rain,,rain,,
5/30/2025,58.64,75.74,Isolated tstorms. Overcast. Mild.,57,rain,,rain,,
5/31/2025,52.88,65.3,Showery. Overcast. Mild.,99,rain,,rain,,
6/1/2025,52.52,65.84,Broken clouds. Cool.,50,rain,,partly-cloudy-day,,
6/2/2025,50.9,69.98,Afternoon clouds. Cool.,4,rain,,partly-cloudy-day,,
6/3/2025,52.52,72.5,Scattered clouds. Cool.,20,rain,,clear-day,,
6/4/2025,55.76,86.54,Increasing cloudiness. Pleasantly warm.,0,rain,,partly-cloudy-day,,
6/5/2025,61.88,87.08,Showers late. Afternoon clouds. Warm.,39,rain,,rain,,
6/6/2025,61.52,75.02,Passing showers. Overcast. Cool.,78,rain,,rain,,
6/7/2025,61.16,69.26,Passing showers. Overcast. Cool.,99,rain,,rain,,
6/8/2025,55.04,68,Overcast. Cool.,21,rain,,cloudy,,
6/9/2025,55.22,60.8,Sprinkles late. Overcast. Cool.,49,rain,,rain,,
6/10/2025,55.94,64.04,Sprinkles. Overcast. Cool.,74,rain,,rain,,
6/11/2025,57.92,81.14,Mostly sunny. Mild.,22,rain,,clear-day,,
6/12/2025,63.32,84.38,Afternoon clouds. Pleasantly warm.,0,rain,0,partly-cloudy-day,,
6/13/2025,59,72.14,Breaks of sun late. Cool.,0,rain,0,partly-cloudy-day,,
6/14/2025,55.58,60.44,Light rain. Overcast. Quite cool.,82,rain,0,rain,,
6/15/2025,54.68,64.4,Overcast. Cool.,2,rain,0,cloudy,,
6/16/2025,51.62,65.3,Sprinkles late. Overcast. Cool.,14,rain,0,rain,,
6/17/2025,59.18,66.38,Passing showers. Overcast. Cool.,52,rain,0,rain,,
6/18/2025,63.32,78.44,Isolated tstorms. Overcast. Mild.,52,rain,0,rain,,
6/19/2025,64.22,90.14,Showers late. Broken clouds. Warm.,42,rain,0,rain,,
6/20/2025,68.54,82.22,Showers early. Scattered clouds. Pleasantly warm.,21,rain,0,rain,,
6/21/2025,63.32,83.84,Afternoon clouds. Warm.,0,rain,0,partly-cloudy-day,,
6/22/2025,70.16,92.3,Isolated tstorms. Breaks of sun late. Warm.,56,rain,0,rain,,
6/23/2025,68.18,84.74,Partly cloudy. Warm.,2,rain,0,partly-cloudy-day,,
6/24/2025,76.28,99.32,Mostly sunny. Extremely hot.,2,rain,0,clear-day,,
6/25/2025,71.42,89.06,Showers late. Afternoon clouds. Warm.,17,rain,0,rain,,
6/26/2025,62.24,74.12,Passing showers. Overcast. Cool.,49,rain,0,rain,,
6/27/2025,61.34,68.9,Overcast. Cool.,2,rain,0,cloudy,,
6/28/2025,61.16,75.2,Isolated tstorms. Overcast. Cool.,65,rain,0,rain,,
6/29/2025,66.92,85.28,Showers early. Morning clouds. Warm.,73,rain,0,rain,,
6/30/2025,63.68,80.96,Partly cloudy. Mild.,2,rain,0,partly-cloudy-day,,
